city,state_id,state_name,lat,lng
Skokomish,WA,Washington,47.3298,-123.1579
Cusick,WA,Washington,48.3328,-117.2961
Rosalia,WA,Washington,47.2363,-117.3769
Longbranch,WA,Washington,47.2257,-122.7739
Granger,WA,Washington,46.3455,-120.1926
North Fort Lewis,WA,Washington,47.1221,-122.5966
Tampico,WA,Washington,46.5325,-120.8727
Tukwila,WA,Washington,47.4748,-122.2727
Cathlamet,WA,Washington,46.2056,-123.3835
Wenatchee,WA,Washington,47.4338,-120.3286
Port Ludlow,WA,Washington,47.9101,-122.7006
Castle Rock,WA,Washington,46.2717,-122.9057
Glacier,WA,Washington,48.8903,-121.9323
Index,WA,Washington,47.8212,-121.5556
Republic,WA,Washington,48.6477,-118.7326
Bellevue,WA,Washington,47.5953,-122.155
Malo,WA,Washington,48.7997,-118.6119
Anderson Island,WA,Washington,47.1577,-122.7037
University Place,WA,Washington,47.2148,-122.546
Montesano,WA,Washington,47.0102,-123.5858
Rainier,WA,Washington,46.8917,-122.6867
Fords Prairie,WA,Washington,46.7461,-123.0029
Roy,WA,Washington,46.9971,-122.5423
Oso,WA,Washington,48.2836,-121.9237
Marblemount,WA,Washington,48.5378,-121.4346
Elk Plain,WA,Washington,47.0448,-122.3671
Burlington,WA,Washington,48.4677,-122.3298
Bangor Base,WA,Washington,47.7227,-122.7146
Beaux Arts Village,WA,Washington,47.5854,-122.2009
Port Gamble Tribal Community,WA,Washington,47.8487,-122.5571
Olympia,WA,Washington,47.0417,-122.8959
East Wenatchee,WA,Washington,47.4172,-120.2809
Addy,WA,Washington,48.3588,-117.8372
Minnehaha,WA,Washington,45.6577,-122.6204
Bryn Mawr-Skyway,WA,Washington,47.4949,-122.2411
Satsop,WA,Washington,47.0223,-123.4737
Riverbend,WA,Washington,47.4651,-121.7491
Easton,WA,Washington,47.2405,-121.1733
Silverdale,WA,Washington,47.6663,-122.6828
Napavine,WA,Washington,46.5844,-122.9007
Lochsloy,WA,Washington,48.0597,-122.0411
Ellensburg,WA,Washington,46.9994,-120.547
McKenna,WA,Washington,46.9365,-122.55
Fairfield,WA,Washington,47.3848,-117.1748
Northwest Stanwood,WA,Washington,48.2623,-122.3501
Mansfield,WA,Washington,47.8119,-119.638
Duvall,WA,Washington,47.7354,-121.9725
Markham,WA,Washington,46.9155,-123.9814
Waller,WA,Washington,47.2035,-122.3699
Longview,WA,Washington,46.146,-122.963
Richland,WA,Washington,46.2826,-119.2937
Rosedale,WA,Washington,47.3453,-122.6368
Vancouver,WA,Washington,45.6367,-122.597
Bethel,WA,Washington,47.4874,-122.6175
Custer,WA,Washington,48.9143,-122.6397
Lofall,WA,Washington,47.8113,-122.6564
Fairwood,WA,Washington,47.4467,-122.143
Winlock,WA,Washington,46.4907,-122.9342
Sumner,WA,Washington,47.219,-122.2338
Cottage Lake,WA,Washington,47.7466,-122.0755
Puget Island,WA,Washington,46.1742,-123.3829
Woods Creek,WA,Washington,47.8821,-121.8982
Washougal,WA,Washington,45.5812,-122.3433
Sisco Heights,WA,Washington,48.1188,-122.1076
Canterwood,WA,Washington,47.3766,-122.6022
Wapato,WA,Washington,46.4434,-120.4215
Lower Elochoman,WA,Washington,46.2185,-123.3698
Lake Goodwin,WA,Washington,48.1387,-122.2804
Banks Lake South,WA,Washington,47.6315,-119.276
Kent,WA,Washington,47.3887,-122.2128
Bickleton,WA,Washington,46.0056,-120.3081
Ryderwood,WA,Washington,46.375,-123.0441
Cavalero,WA,Washington,47.9845,-122.0746
La Conner,WA,Washington,48.3925,-122.4945
Martha Lake,WA,Washington,47.848,-122.2326
George,WA,Washington,47.0845,-119.8598
Snohomish,WA,Washington,47.9277,-122.097
Eatonville,WA,Washington,46.8682,-122.2698
Carson,WA,Washington,45.7353,-121.8219
Almira,WA,Washington,47.7105,-118.9369
Nooksack,WA,Washington,48.9276,-122.3211
Mount Vista,WA,Washington,45.7373,-122.6315
High Bridge,WA,Washington,47.7968,-122.0281
Lakeland South,WA,Washington,47.2784,-122.2831
Kenmore,WA,Washington,47.7532,-122.2459
Neah Bay,WA,Washington,48.3612,-124.6115
Cliffdell,WA,Washington,46.9213,-121.042
Port Angeles East,WA,Washington,48.1041,-123.3695
Burien,WA,Washington,47.4762,-122.3393
Taholah,WA,Washington,47.3283,-124.2728
Wauna,WA,Washington,47.386,-122.6694
Connell,WA,Washington,46.6624,-118.8405
Disautel,WA,Washington,48.345,-119.2299
Santiago,WA,Washington,47.2975,-124.2327
Orting,WA,Washington,47.0966,-122.2111
Colville,WA,Washington,48.5454,-117.8986
Marysville,WA,Washington,48.081,-122.1558
Walla Walla,WA,Washington,46.0669,-118.3365
Zillah,WA,Washington,46.4083,-120.2717
Curlew,WA,Washington,48.8777,-118.6045
Key Center,WA,Washington,47.3376,-122.7505
Hoodsport,WA,Washington,47.402,-123.1542
Spanaway,WA,Washington,47.0979,-122.4233
Mattawa,WA,Washington,46.7364,-119.9019
Clallam Bay,WA,Washington,48.2536,-124.2579
Prairie Ridge,WA,Washington,47.1443,-122.1408
Rockport,WA,Washington,48.4854,-121.6065
Stansberry Lake,WA,Washington,47.3814,-122.7154
Copalis Beach,WA,Washington,47.1205,-124.1722
Frederickson,WA,Washington,47.0914,-122.3594
Asotin,WA,Washington,46.3371,-117.0433
Mill Creek,WA,Washington,47.8633,-122.2034
Bell Hill,WA,Washington,48.055,-123.087
Green Bluff,WA,Washington,47.819,-117.277
Clayton,WA,Washington,48.0013,-117.5612
Puyallup,WA,Washington,47.1794,-122.2902
Hockinson,WA,Washington,45.7301,-122.4833
Lake McMurray,WA,Washington,48.3129,-122.2317
Bucoda,WA,Washington,46.7968,-122.868
Issaquah,WA,Washington,47.542,-122.0444
Odessa,WA,Washington,47.3326,-118.6895
Hazel Dell,WA,Washington,45.6797,-122.6553
McMillin,WA,Washington,47.1286,-122.2374
Wilbur,WA,Washington,47.7583,-118.711
Skamokawa Valley,WA,Washington,46.3004,-123.4243
Centerville,WA,Washington,45.754,-120.9081
Nile,WA,Washington,46.8368,-120.9455
Spokane Valley,WA,Washington,47.6625,-117.2346
Woodland,WA,Washington,45.9149,-122.7503
Lewisville,WA,Washington,45.8127,-122.5144
Vantage,WA,Washington,46.9453,-119.9923
Gorst,WA,Washington,47.5237,-122.7057
Lake Morton-Berrydale,WA,Washington,47.3325,-122.103
Ione,WA,Washington,48.7402,-117.4223
Bothell West,WA,Washington,47.8056,-122.24
Vaughn,WA,Washington,47.355,-122.7773
Black Diamond,WA,Washington,47.313,-122.0181
Ferndale,WA,Washington,48.8525,-122.5893
Acme,WA,Washington,48.7146,-122.2293
White Center,WA,Washington,47.5086,-122.348
Fairchild AFB,WA,Washington,47.6187,-117.6485
Pacific,WA,Washington,47.2611,-122.2507
Glenwood,WA,Washington,46.0228,-121.2926
Colfax,WA,Washington,46.9032,-117.3394
Silvana,WA,Washington,48.2018,-122.2459
Forks,WA,Washington,47.9526,-124.3904
Kirkland,WA,Washington,47.6997,-122.2041
Okanogan,WA,Washington,48.3671,-119.5784
Kayak Point,WA,Washington,48.1387,-122.3342
Union Hill-Novelty Hill,WA,Washington,47.6788,-122.0284
Outlook,WA,Washington,46.3311,-120.0923
Lake Tapps,WA,Washington,47.2305,-122.1696
Cohassett Beach,WA,Washington,46.8656,-124.1054
Tonasket,WA,Washington,48.7077,-119.4412
Sunnyside,WA,Washington,46.3159,-120.0058
Lakeview,WA,Washington,47.3755,-119.5043
Carbonado,WA,Washington,47.0805,-122.0536
Pullman,WA,Washington,46.734,-117.1669
Blyn,WA,Washington,48.013,-122.9897
Brinnon,WA,Washington,47.6689,-122.9249
Friday Harbor,WA,Washington,48.5324,-123.0655
Orchards,WA,Washington,45.6888,-122.5305
Purdy,WA,Washington,47.3938,-122.6114
Tekoa,WA,Washington,47.2247,-117.0732
Tanner,WA,Washington,47.4813,-121.6921
Thorp,WA,Washington,47.0656,-120.6709
Artondale,WA,Washington,47.3024,-122.639
Liberty Lake,WA,Washington,47.6687,-117.1032
Cheney,WA,Washington,47.4901,-117.5789
Sammamish,WA,Washington,47.6019,-122.0419
Cle Elum,WA,Washington,47.1946,-120.9553
Fern Prairie,WA,Washington,45.637,-122.3963
Waverly,WA,Washington,47.338,-117.2312
Lakewood,WA,Washington,47.1628,-122.5299
Lake Marcel-Stillwater,WA,Washington,47.6926,-121.9152
Central Park,WA,Washington,46.9705,-123.7018
Bridgeport,WA,Washington,48.0063,-119.6737
Raft Island,WA,Washington,47.3293,-122.6686
Larch Way,WA,Washington,47.8429,-122.2527
Lake Bosworth,WA,Washington,48.0532,-121.9812
Barberton,WA,Washington,45.7136,-122.6114
Sekiu,WA,Washington,48.2637,-124.3012
Brier,WA,Washington,47.7922,-122.2734
Spokane,WA,Washington,47.6671,-117.433
Fall City,WA,Washington,47.5717,-121.9134
Pasco,WA,Washington,46.2506,-119.1303
Lyman,WA,Washington,48.523,-122.0634
Oakville,WA,Washington,46.8403,-123.2333
Dash Point,WA,Washington,47.3131,-122.4153
Herron Island,WA,Washington,47.2645,-122.8348
West Clarkston-Highland,WA,Washington,46.4023,-117.063
Royal City,WA,Washington,46.9,-119.6142
Venersborg,WA,Washington,45.786,-122.4721
Hoquiam,WA,Washington,46.9863,-123.9023
Willapa,WA,Washington,46.6755,-123.6648
Quilcene,WA,Washington,47.8369,-122.9058
Freeland,WA,Washington,48.0185,-122.5358
McCleary,WA,Washington,47.0584,-123.2723
Roosevelt,WA,Washington,45.7476,-120.2161
Long Beach,WA,Washington,46.3559,-124.0556
Trout Lake,WA,Washington,45.9976,-121.5291
Coulee Dam,WA,Washington,47.9688,-118.9761
Swede Heaven,WA,Washington,48.2829,-121.7136
Pine Grove,WA,Washington,48.6502,-118.6834
Langley,WA,Washington,48.0337,-122.4084
Sedro-Woolley,WA,Washington,48.5113,-122.2321
Hatton,WA,Washington,46.7735,-118.8277
Entiat,WA,Washington,47.678,-120.2175
Bainbridge Island,WA,Washington,47.6439,-122.5434
Auburn,WA,Washington,47.3041,-122.211
Ocean City,WA,Washington,47.0763,-124.162
White Swan,WA,Washington,46.3769,-120.7382
Felida,WA,Washington,45.7138,-122.7103
Lacey,WA,Washington,47.0458,-122.7934
Gold Bar,WA,Washington,47.8566,-121.6927
Clyde Hill,WA,Washington,47.6303,-122.218
Upper Elochoman,WA,Washington,46.2403,-123.3247
Marcus,WA,Washington,48.6642,-118.0601
Canyon Creek,WA,Washington,48.1157,-121.9831
Malone,WA,Washington,46.9779,-123.3035
Bothell East,WA,Washington,47.8064,-122.1844
Yarrow Point,WA,Washington,47.6452,-122.2179
Steptoe,WA,Washington,47.0075,-117.3502
West Richland,WA,Washington,46.3115,-119.3997
Orient,WA,Washington,48.8637,-118.2059
Federal Way,WA,Washington,47.309,-122.3359
Pe Ell,WA,Washington,46.5712,-123.2982
Deep River,WA,Washington,46.3521,-123.6984
Bothell,WA,Washington,47.7736,-122.2044
South Wenatchee,WA,Washington,47.3886,-120.2829
Snoqualmie Pass,WA,Washington,47.4014,-121.4109
Hartline,WA,Washington,47.6895,-119.1081
Lake Forest Park,WA,Washington,47.7597,-122.2878
Crocker,WA,Washington,47.0843,-122.1225
Elbe,WA,Washington,46.7653,-122.1946
Ravensdale,WA,Washington,47.3563,-121.9692
Arlington,WA,Washington,48.1697,-122.1446
McChord AFB,WA,Washington,47.1328,-122.4924
Lebam,WA,Washington,46.5641,-123.5509
Lynden,WA,Washington,48.9503,-122.4544
Coupeville,WA,Washington,48.2172,-122.6775
Prescott,WA,Washington,46.2988,-118.3126
South Bend,WA,Washington,46.668,-123.8008
Mabton,WA,Washington,46.2115,-119.9938
North Bend,WA,Washington,47.4898,-121.7738
Grapeview,WA,Washington,47.3316,-122.8413
Garfield,WA,Washington,47.0103,-117.1395
Rochester,WA,Washington,46.8288,-123.0722
Dayton,WA,Washington,46.3168,-117.9769
Algona,WA,Washington,47.2822,-122.2504
Mineral,WA,Washington,46.7193,-122.1859
Barstow,WA,Washington,48.7783,-118.1329
Moclips,WA,Washington,47.2348,-124.2025
Bellingham,WA,Washington,48.7543,-122.4687
Vader,WA,Washington,46.4045,-122.9569
North Lynnwood,WA,Washington,47.8533,-122.2762
Tracyton,WA,Washington,47.6095,-122.6533
White Salmon,WA,Washington,45.7282,-121.4853
Peaceful Valley,WA,Washington,48.9477,-122.1406
East Renton Highlands,WA,Washington,47.4718,-122.0854
Metaline,WA,Washington,48.854,-117.3899
Deming,WA,Washington,48.8381,-122.2313
Medical Lake,WA,Washington,47.5712,-117.6893
Aberdeen,WA,Washington,46.9757,-123.8095
Chehalis,WA,Washington,46.6637,-122.9647
Onalaska,WA,Washington,46.5783,-122.7112
Toledo,WA,Washington,46.4414,-122.8496
Everson,WA,Washington,48.9123,-122.351
Belfair,WA,Washington,47.4495,-122.8487
Lynnwood,WA,Washington,47.8285,-122.3035
Colton,WA,Washington,46.5675,-117.1285
Malden,WA,Washington,47.2296,-117.4731
Ames Lake,WA,Washington,47.6346,-121.9664
Wilson Creek,WA,Washington,47.423,-119.1176
North Yelm,WA,Washington,46.9647,-122.6029
Mirrormont,WA,Washington,47.4616,-121.9936
Whidbey Island Station,WA,Washington,48.3387,-122.6616
Town and Country,WA,Washington,47.7259,-117.4221
Tokeland,WA,Washington,46.709,-123.9839
Snoqualmie,WA,Washington,47.5293,-121.8412
Bremerton,WA,Washington,47.5436,-122.7121
East Cathlamet,WA,Washington,46.1968,-123.358
Fort Lewis,WA,Washington,47.0955,-122.5672
Salmon Creek,WA,Washington,45.7099,-122.6632
Skykomish,WA,Washington,47.7103,-121.3586
Tacoma,WA,Washington,47.2431,-122.4531
Monroe,WA,Washington,47.8596,-121.9853
Loomis,WA,Washington,48.8235,-119.6398
Pomeroy,WA,Washington,46.4737,-117.5967
Brush Prairie,WA,Washington,45.725,-122.5483
Silver Firs,WA,Washington,47.8635,-122.1497
Nespelem,WA,Washington,48.167,-118.9722
Meadowdale,WA,Washington,47.8583,-122.3156
Shadow Lake,WA,Washington,47.4017,-122.0764
LaCrosse,WA,Washington,46.8021,-117.9013
Concrete,WA,Washington,48.5371,-121.7512
Sumas,WA,Washington,48.9956,-122.2695
Ruston,WA,Washington,47.2982,-122.51
La Center,WA,Washington,45.8589,-122.6764
Marrowstone,WA,Washington,48.0568,-122.6933
Chelan Falls,WA,Washington,47.7995,-119.9882
Lake Cavanaugh,WA,Washington,48.3225,-122.0122
Duluth,WA,Washington,45.7838,-122.647
Sequim,WA,Washington,48.0747,-123.0944
Benton City,WA,Washington,46.2624,-119.4814
Moses Lake,WA,Washington,47.1284,-119.2741
Fircrest,WA,Washington,47.2308,-122.5157
Othello,WA,Washington,46.8222,-119.1651
Mercer Island,WA,Washington,47.5625,-122.2265
Enumclaw,WA,Washington,47.2017,-121.9897
Chico,WA,Washington,47.6234,-122.7198
Enetai,WA,Washington,47.5885,-122.6058
Hunts Point,WA,Washington,47.642,-122.229
Clinton,WA,Washington,47.9731,-122.3577
Hat Island,WA,Washington,48.013,-122.3201
Marietta-Alderwood,WA,Washington,48.7932,-122.5566
Waitsburg,WA,Washington,46.2696,-118.151
Sunnyslope,WA,Washington,47.4913,-120.3493
South Cle Elum,WA,Washington,47.1862,-120.9525
Selah,WA,Washington,46.6482,-120.5389
Lind,WA,Washington,46.9704,-118.6165
Five Corners,WA,Washington,45.6883,-122.5738
Winthrop,WA,Washington,48.4716,-120.179
Normandy Park,WA,Washington,47.4344,-122.3436
Home,WA,Washington,47.279,-122.7744
Graham,WA,Washington,47.0407,-122.2757
Yacolt,WA,Washington,45.865,-122.4059
Packwood,WA,Washington,46.6085,-121.6702
Queets,WA,Washington,47.5314,-124.3385
Finley,WA,Washington,46.1697,-119.0446
Northport,WA,Washington,48.9159,-117.7796
Medina,WA,Washington,47.6256,-122.2338
Browns Point,WA,Washington,47.3036,-122.4369
Summit,WA,Washington,47.1694,-122.3628
Albion,WA,Washington,46.7916,-117.2511
Sudden Valley,WA,Washington,48.7199,-122.3468
Bunk Foss,WA,Washington,47.9618,-122.0943
Gleed,WA,Washington,46.6594,-120.6025
Maryhill,WA,Washington,45.6928,-120.807
Oyehut,WA,Washington,47.0233,-124.1632
Alder,WA,Washington,46.7872,-122.2667
Ridgefield,WA,Washington,45.8116,-122.7052
Bryant,WA,Washington,48.24,-122.1638
Nisqually Indian Community,WA,Washington,47.0178,-122.6728
Porter,WA,Washington,46.9489,-123.2736
Kettle Falls,WA,Washington,48.6055,-118.062
Chelan,WA,Washington,47.8417,-120.027
Edison,WA,Washington,48.5602,-122.431
Neilton,WA,Washington,47.4031,-123.8782
Fox Island,WA,Washington,47.2475,-122.6255
Renton,WA,Washington,47.4758,-122.1905
Baring,WA,Washington,47.7661,-121.4803
Hobart,WA,Washington,47.412,-121.996
Wallula,WA,Washington,46.0847,-118.9056
Touchet,WA,Washington,46.0412,-118.6724
Leavenworth,WA,Washington,47.5948,-120.6633
Fobes Hill,WA,Washington,47.9391,-122.1341
Harrington,WA,Washington,47.4802,-118.2552
Port Orchard,WA,Washington,47.5164,-122.661
Alderwood Manor,WA,Washington,47.8147,-122.2676
Kennewick,WA,Washington,46.1979,-119.1732
Ahtanum,WA,Washington,46.5583,-120.6109
Wilderness Rim,WA,Washington,47.4463,-121.7691
Machias,WA,Washington,47.9917,-122.0515
Bingen,WA,Washington,45.7139,-121.4704
Four Lakes,WA,Washington,47.5582,-117.5891
Springdale,WA,Washington,48.0572,-117.7466
Washtucna,WA,Washington,46.7538,-118.3106
Covington,WA,Washington,47.3668,-122.1044
Allyn,WA,Washington,47.3863,-122.8386
North Sultan,WA,Washington,47.8827,-121.8251
Union Gap,WA,Washington,46.5567,-120.4977
Shelton,WA,Washington,47.2188,-123.1127
Chinook,WA,Washington,46.2755,-123.9425
Blaine,WA,Washington,48.9839,-122.7414
Port Hadlock-Irondale,WA,Washington,48.0316,-122.789
Burley,WA,Washington,47.4166,-122.6377
Mount Vernon,WA,Washington,48.4202,-122.3116
Electric City,WA,Washington,47.922,-119.0475
Ronald,WA,Washington,47.2338,-121.0335
Nespelem Community,WA,Washington,48.1715,-119.0244
Amanda Park,WA,Washington,47.4532,-123.9194
Clarkston Heights-Vineland,WA,Washington,46.3876,-117.0831
Boulevard Park,WA,Washington,47.5135,-122.3159
Big Lake,WA,Washington,48.3933,-122.2422
Boyds,WA,Washington,48.7245,-118.1321
Parkwood,WA,Washington,47.5266,-122.5986
Deer Park,WA,Washington,47.9642,-117.4397
Humptulips,WA,Washington,47.2491,-123.9348
SeaTac,WA,Washington,47.4445,-122.2986
Maple Valley,WA,Washington,47.3659,-122.0368
Millwood,WA,Washington,47.6856,-117.2806
Point Roberts,WA,Washington,48.9883,-123.0576
Dixie,WA,Washington,46.1392,-118.148
East Port Orchard,WA,Washington,47.5193,-122.6183
Morton,WA,Washington,46.5575,-122.2815
Alger,WA,Washington,48.6176,-122.3369
Kahlotus,WA,Washington,46.6437,-118.5556
Fife Heights,WA,Washington,47.2593,-122.3457
Cherry Grove,WA,Washington,45.8021,-122.5764
Clearview,WA,Washington,47.8292,-122.1452
Greenwater,WA,Washington,47.1465,-121.632
Picnic Point,WA,Washington,47.8745,-122.3079
Kendall,WA,Washington,48.9168,-122.1383
Seabeck,WA,Washington,47.6437,-122.8219
Startup,WA,Washington,47.8671,-121.7495
Steilacoom,WA,Washington,47.1699,-122.5935
Lamont,WA,Washington,47.2007,-117.9049
Bay View,WA,Washington,48.487,-122.4628
Valley,WA,Washington,48.173,-117.7244
North Marysville,WA,Washington,48.1111,-122.1459
Brady,WA,Washington,47.0064,-123.5321
May Creek,WA,Washington,47.8555,-121.6743
Clear Lake,WA,Washington,48.4561,-122.2378
Keller,WA,Washington,48.0852,-118.7164
Redmond,WA,Washington,47.6762,-122.1169
Ilwaco,WA,Washington,46.3108,-124.0422
Mountlake Terrace,WA,Washington,47.7921,-122.3076
Parker,WA,Washington,46.5022,-120.4668
Soap Lake,WA,Washington,47.3914,-119.4892
Grand Mound,WA,Washington,46.8053,-123.0119
Manchester,WA,Washington,47.5519,-122.5517
Prairie Heights,WA,Washington,47.1529,-122.1048
Verlot,WA,Washington,48.1002,-121.7679
North Omak,WA,Washington,48.444,-119.4459
Naches,WA,Washington,46.7274,-120.6945
Summitview,WA,Washington,46.598,-120.6514
Clover Creek,WA,Washington,47.1404,-122.3827
Prosser,WA,Washington,46.2066,-119.7662
Naselle,WA,Washington,46.365,-123.8013
Rock Island,WA,Washington,47.3743,-120.1382
Goldendale,WA,Washington,45.8192,-120.8233
Maltby,WA,Washington,47.8027,-122.1044
Oak Harbor,WA,Washington,48.2965,-122.6331
Tanglewilde,WA,Washington,47.0512,-122.781
Endicott,WA,Washington,46.9282,-117.6867
Mill Creek East,WA,Washington,47.8361,-122.1877
Maple Heights-Lake Desire,WA,Washington,47.4441,-122.0973
Midland,WA,Washington,47.1734,-122.412
Kingston,WA,Washington,47.8014,-122.4989
Esperance,WA,Washington,47.7937,-122.3469
Grays River,WA,Washington,46.3608,-123.589
Sultan,WA,Washington,47.8708,-121.8044
La Grande,WA,Washington,46.8199,-122.2962
Ritzville,WA,Washington,47.1254,-118.3808
Malott,WA,Washington,48.2919,-119.6954
Coulee City,WA,Washington,47.612,-119.2892
Raymond,WA,Washington,46.6838,-123.738
Wollochet,WA,Washington,47.2828,-122.5769
Quincy,WA,Washington,47.2347,-119.8522
Walla Walla East,WA,Washington,46.0517,-118.3024
